Driver_ID,length,Age,Gender,City,Education_Level,Income_total,Income_avg,Income_max,Income_min,Dateofjoining_year,Dateofjoining_month,Joining_Designation,Grade_max,Grade_min,Grade_first,Grade_last,Total_Business_Value_sum,Total_Business_Value_avg,Total_Business_Value_min,Total_Business_Value_max,Quarterly_Rating_max,Quarterly_Rating_min,Quarterly_Rating_first,Quarterly_Rating_last,Driver_Churn
2145,2,32.0,0.0,4,1,88024,44012.0,44012,44012,2020,1,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2146,3,27.0,0.0,6,1,178056,59352.0,59352,59352,2020,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2148,16,32.0,1.0,17,2,1114848,69678.0,69678,69678,2019,7,3,3,3,3,3,10707560,669222.5,0,5639780,3,1,2,1,0
2151,15,32.0,0.0,14,0,780525,52035.0,52035,52035,2018,5,1,2,2,2,2,5484730,365648.6666666667,0,1681780,3,1,3,1,1
2152,1,28.0,1.0,22,2,27194,27194.0,27194,27194,2018,9,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2153,3,30.0,1.0,11,1,241497,80499.0,80499,80499,2020,10,2,2,2,2,2,201770,67256.66666666667,0,201770,1,1,1,1,0
2154,7,40.0,0.0,25,2,1076362,153766.0,153766,153766,2016,1,5,5,5,5,5,0,0.0,0,0,1,1,1,1,0
2155,6,36.0,0.0,29,2,256632,42772.0,42772,42772,2018,10,1,1,1,1,1,541240,90206.66666666667,0,153690,2,1,1,1,1
2156,3,34.0,1.0,5,2,246138,82046.0,82046,82046,2018,10,2,2,2,2,2,645500,215166.66666666666,0,395500,2,1,2,1,1
2157,3,36.0,1.0,10,0,139440,46480.0,46480,46480,2018,5,2,2,2,2,2,216810,72270.0,0,116310,1,1,1,1,1
2159,7,35.0,1.0,29,1,299691,42813.0,42813,42813,2018,7,1,1,1,1,1,1353350,193335.7142857143,-489780,1026290,2,1,1,1,1
2160,15,37.0,1.0,8,2,999750,66650.0,66650,66650,2019,6,2,2,2,2,2,9284810,618987.3333333334,0,2419520,3,1,1,2,0
2161,5,39.0,0.0,19,1,164355,32871.0,32871,32871,2019,6,3,3,3,3,3,411660,82332.0,-596570,1008230,1,1,1,1,1
2162,12,38.0,0.0,23,1,381708,31809.0,31809,31809,2016,5,1,1,1,1,1,2882530,240210.83333333334,0,707430,4,1,4,1,1
2163,2,32.0,0.0,11,1,111400,55700.0,55700,55700,2019,9,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
2164,3,23.0,0.0,15,1,107829,35943.0,35943,35943,2019,11,1,1,1,1,1,165440,55146.666666666664,0,165440,1,1,1,1,1
2165,2,37.0,1.0,23,0,91208,45604.0,45604,45604,2019,8,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
2166,22,43.0,0.0,29,2,699160,31780.0,31780,31780,2018,7,1,1,1,1,1,12568600,571300.0,94500,1299030,3,2,3,3,0
2167,10,39.0,0.0,1,1,707140,70714.0,70714,70714,2016,4,1,2,2,2,2,5309730,530973.0,120250,1374470,3,2,2,2,1
2168,17,40.0,0.0,25,1,863617,50801.0,50801,50801,2017,11,1,1,1,1,1,10125830,595637.0588235294,690,2459730,3,2,3,2,0
2169,4,28.0,1.0,7,0,534316,133579.0,133579,133579,2020,6,3,3,3,3,3,351700,87925.0,0,351700,2,1,2,2,0
2170,5,30.0,0.0,14,2,260980,52196.0,52196,52196,2018,10,1,1,1,1,1,1940510,388102.0,126390,638490,2,2,2,2,0
2171,1,35.0,0.0,17,0,55777,55777.0,55777,55777,2019,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2172,2,27.0,0.0,9,0,106210,53105.0,53105,53105,2017,2,1,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2173,2,43.0,0.0,25,1,128740,64370.0,64370,64370,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2174,9,41.0,0.0,20,0,174339,19371.0,19371,19371,2018,5,1,1,1,1,1,2946050,327338.8888888889,100000,1164300,3,2,3,2,1
2175,2,41.0,0.0,29,2,202446,101223.0,101223,101223,2020,7,4,4,4,4,4,483050,241525.0,0,483050,1,1,1,1,1
2176,9,30.0,0.0,25,1,450261,50029.0,50029,50029,2016,5,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2178,3,33.0,1.0,11,1,209913,69971.0,69971,69971,2020,7,2,2,2,2,2,1178760,392920.0,0,871660,3,2,2,2,0
2179,17,32.0,1.0,22,1,1004785,59105.0,59105,59105,2016,4,1,2,2,2,2,13086130,769772.3529411765,250230,1782520,3,3,3,3,0
2180,5,39.0,0.0,22,0,59445,11889.0,11889,11889,2018,8,1,1,1,1,1,873850,174770.0,0,506630,2,1,2,2,1
2181,3,35.0,1.0,24,1,142320,47440.0,47440,47440,2019,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2182,16,24.0,1.0,3,0,646992,40437.0,40437,40437,2018,7,1,1,1,1,1,5851950,365746.875,0,1132270,4,1,4,1,1
2183,2,40.0,1.0,10,1,58900,29450.0,29450,29450,2020,6,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2186,15,30.0,1.0,8,2,1053690,70246.0,70246,70246,2016,8,1,2,2,2,2,6688160,445877.3333333333,0,1020880,3,2,2,2,1
2187,5,31.0,0.0,20,0,127550,25510.0,25510,25510,2019,6,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2188,4,42.0,1.0,11,0,377760,94440.0,94440,94440,2020,8,4,4,4,4,4,193220,48305.0,0,193220,1,1,1,1,0
2189,17,44.0,1.0,9,1,2466972,145116.0,145116,145116,2013,10,2,4,4,4,4,16360020,962354.1176470588,0,3749090,3,1,2,3,0
2190,2,28.0,0.0,7,1,125910,62955.0,62955,62955,2016,4,1,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2191,2,29.0,0.0,26,1,61920,30960.0,30960,30960,2020,10,1,1,1,1,1,150040,75020.0,0,150040,1,1,1,1,0
2192,6,39.0,0.0,19,1,638568,106428.0,106428,106428,2019,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2193,11,36.0,0.0,29,2,926926,84266.0,84266,84266,2019,12,3,3,3,3,3,11653640,1059421.8181818181,0,8923020,4,1,2,4,0
2194,17,36.0,1.0,20,0,1530561,90033.0,90033,90033,2013,9,4,4,4,4,4,14281720,840101.1764705882,0,2785250,3,1,3,2,1
2195,4,32.0,0.0,3,0,109048,27262.0,27262,27262,2020,7,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2196,22,36.0,0.0,25,1,2560426,116383.0,116383,116383,2013,10,2,4,4,4,4,27740840,1260947.2727272727,0,4667080,3,1,3,3,0
2197,5,48.0,1.0,17,1,410895,82179.0,82179,82179,2018,2,2,2,2,2,2,-1162030,-232406.0,-1496650,189060,1,1,1,1,0
2198,19,48.0,1.0,14,0,1450857,76360.8947368421,82691,75174,2019,1,1,3,2,3,2,28102280,1479067.3684210526,109500,3748210,4,3,4,4,0
2199,9,27.0,0.0,5,2,838530,93170.0,93170,93170,2020,2,3,3,3,3,3,8480520,942280.0,154280,1581010,4,3,4,4,0
2200,19,35.0,0.0,15,1,1325364,69756.0,69756,69756,2016,6,1,3,3,3,3,24401970,1284314.2105263157,235440,3941250,4,2,2,3,0
2201,5,32.0,1.0,19,1,273155,54631.0,54631,54631,2018,10,2,2,2,2,2,1299750,259950.0,0,507740,2,1,2,1,1
2202,4,30.0,0.0,17,0,135944,33986.0,33986,33986,2020,9,2,2,2,2,2,310000,77500.0,0,156960,1,1,1,1,0
2203,4,31.0,0.0,7,1,238600,59650.0,59650,59650,2020,3,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2204,11,29.0,1.0,4,2,680669,61879.0,61879,61879,2018,1,1,1,1,1,1,4237740,385249.0909090909,0,817790,3,2,2,2,1
2205,6,31.0,1.0,8,1,187260,31210.0,31210,31210,2020,4,2,2,2,2,2,3397980,566330.0,0,1184290,3,1,1,1,0
2206,5,25.0,0.0,5,1,166955,33391.0,33391,33391,2019,8,1,1,1,1,1,0,0.0,0,0,2,1,1,1,1
2207,2,34.0,0.0,2,0,40020,20010.0,20010,20010,2019,1,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2208,5,24.0,0.0,6,2,585055,117011.0,117011,117011,2020,5,3,3,3,3,3,345010,69002.0,0,345010,1,1,1,1,0
2209,3,37.0,1.0,16,1,127017,42339.0,42339,42339,2018,1,2,2,2,2,2,416990,138996.66666666666,0,314270,1,1,1,1,1
2210,18,39.0,0.0,26,1,2025234,112513.0,112513,112513,2019,3,1,4,4,4,4,56315480,3128637.777777778,0,16979740,4,2,4,3,0
2211,5,34.0,0.0,8,0,112780,22556.0,22556,22556,2018,1,1,1,1,1,1,3723190,744638.0,0,3179220,4,1,1,1,1
2213,6,58.0,1.0,24,1,175212,29202.0,29202,29202,2018,5,1,1,1,1,1,3202860,533810.0,113670,1367710,3,3,3,3,1
2214,4,33.0,0.0,20,0,360080,90020.0,90020,90020,2020,7,2,2,2,2,2,1159750,289937.5,0,966510,2,1,1,2,0
2215,4,27.0,0.0,6,1,95204,23801.0,23801,23801,2018,5,1,1,1,1,1,1282390,320597.5,0,735010,2,1,1,2,1
2216,3,31.0,0.0,16,2,156627,52209.0,52209,52209,2020,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2217,7,36.0,1.0,4,1,509446,72778.0,72778,72778,2020,5,3,3,3,3,3,1852760,264680.0,0,463400,2,1,2,2,0
2218,4,23.0,1.0,18,0,83936,20984.0,20984,20984,2020,5,1,1,1,1,1,150440,37610.0,0,150440,1,1,1,1,1
2219,7,33.0,0.0,25,1,775544,110792.0,110792,110792,2017,12,2,3,3,3,3,8275540,1182220.0,0,2898470,3,2,3,3,1
2220,5,38.0,0.0,18,1,295385,59077.0,59077,59077,2020,1,2,2,2,2,2,200000,40000.0,0,200000,1,1,1,1,1
2221,4,32.0,0.0,19,0,249840,62460.0,62460,62460,2019,1,3,3,3,3,3,405920,101480.0,0,204060,1,1,1,1,0
2223,20,42.0,0.0,13,1,708840,35442.0,35442,35442,2018,10,1,1,1,1,1,19029880,951494.0,0,2370550,4,1,4,4,0
2224,16,49.0,1.0,27,2,980656,61291.0,61291,61291,2018,8,1,1,1,1,1,14398780,899923.75,0,3656450,4,2,2,3,0
2225,17,37.0,1.0,1,1,479672,28216.0,28216,28216,2017,10,1,1,1,1,1,6014110,353771.17647058825,102930,592740,3,2,3,2,1
2226,2,31.0,0.0,16,2,76304,38152.0,38152,38152,2020,1,2,2,2,2,2,239200,119600.0,0,239200,2,1,1,2,1
2227,8,31.0,1.0,16,1,202856,25357.0,25357,25357,2020,2,1,1,1,1,1,1806760,225845.0,-200000,622970,2,1,2,2,1
2228,19,55.0,1.0,27,0,1505617,79243.0,79243,79243,2018,7,1,2,2,2,2,15799200,831536.8421052631,145500,2032610,4,2,3,2,0
2229,2,26.0,0.0,20,2,206610,103305.0,103305,103305,2020,5,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2230,4,35.0,0.0,16,2,262512,65628.0,65628,65628,2020,9,3,3,3,3,3,281160,70290.0,0,281160,1,1,1,1,0
2231,10,34.0,1.0,27,0,784410,78441.0,78441,78441,2015,2,2,4,4,4,4,6635090,663509.0,151600,1340000,2,1,1,2,1
2232,16,26.0,1.0,11,1,1171312,73207.0,73207,73207,2018,6,1,2,2,2,2,12638460,789903.75,0,3336750,4,2,2,2,1
2233,1,37.0,0.0,8,1,79251,79251.0,79251,79251,2020,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2235,4,30.0,1.0,10,0,87740,21935.0,21935,21935,2018,6,1,1,1,1,1,622550,155637.5,-261970,457790,1,1,1,1,1
2236,4,49.0,1.0,3,0,214288,53572.0,53572,53572,2015,8,1,2,2,2,2,3303050,825762.5,0,2520570,3,1,3,3,1
2238,4,29.0,0.0,17,2,148268,37067.0,37067,37067,2020,8,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2239,1,46.0,1.0,27,1,94485,94485.0,94485,94485,2020,11,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
2240,4,33.0,0.0,5,0,343860,85965.0,85965,85965,2020,8,3,3,3,3,3,1732030,433007.5,0,1538790,3,1,3,1,1
2241,11,36.0,0.0,5,1,558426,50766.0,50766,50766,2019,11,3,3,3,3,3,3415370,310488.1818181818,0,953910,2,1,2,2,0
2242,2,35.0,0.0,3,0,141466,70733.0,70733,70733,2019,1,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2245,1,33.0,1.0,19,2,81348,81348.0,81348,81348,2020,2,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2246,1,28.0,1.0,2,2,43647,43647.0,43647,43647,2019,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2247,3,30.0,1.0,9,1,148008,49336.0,49336,49336,2018,5,1,1,1,1,1,283540,94513.33333333333,0,232800,1,1,1,1,1
2248,2,41.0,1.0,12,2,137660,68830.0,68830,68830,2020,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2249,2,38.0,1.0,2,1,172492,86246.0,86246,86246,2020,5,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2250,4,26.0,0.0,26,1,166644,41661.0,41661,41661,2019,11,2,2,2,2,2,583160,145790.0,0,583160,1,1,1,1,1
2251,20,39.0,0.0,15,2,1672080,83604.0,83604,83604,2013,10,2,3,3,3,3,17697670,884883.5,0,3367600,4,2,4,2,0
2252,4,37.0,1.0,20,1,405692,101423.0,101423,101423,2018,6,3,3,3,3,3,1387170,346792.5,0,788070,1,1,1,1,1
2253,8,40.0,0.0,11,1,462976,57872.0,57872,57872,2018,8,1,2,2,2,2,4266650,533331.25,100000,1934110,3,2,3,2,1
2254,4,23.0,1.0,4,1,218320,54580.0,54580,54580,2020,8,1,1,1,1,1,314880,78720.0,0,160480,1,1,1,1,0
2255,21,40.0,0.0,25,0,2803269,133489.0,133489,133489,2013,11,3,4,4,4,4,30213850,1438754.761904762,50000,4570280,4,2,2,3,0
2256,6,31.0,0.0,11,0,357864,59644.0,59644,59644,2018,10,2,2,2,2,2,2895500,482583.3333333333,0,1279420,2,2,2,2,1
2257,20,43.0,1.0,22,2,1638660,81933.0,81933,81933,2018,2,2,2,2,2,2,16865680,843284.0,0,2416490,4,2,3,3,0
2258,11,36.0,1.0,14,0,1523720,138520.0,138520,138520,2019,11,3,3,3,3,3,10467740,951612.7272727273,353760,1390940,4,2,4,2,0
2259,20,41.0,0.0,4,2,1783840,89192.0,89192,89192,2017,2,1,3,3,3,3,10577750,528887.5,0,2172320,3,2,2,2,0
2260,3,32.0,0.0,29,2,116757,38919.0,38919,38919,2020,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2263,6,25.0,0.0,26,0,97296,16216.0,16216,16216,2018,7,1,1,1,1,1,2277560,379593.3333333333,0,730680,3,1,2,3,1
2264,7,34.0,1.0,15,1,514927,73561.0,73561,73561,2015,5,2,4,4,4,4,3481020,497288.5714285714,0,1274250,1,1,1,1,0
2265,3,28.0,1.0,27,1,186729,62243.0,62243,62243,2019,8,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
2267,5,31.0,1.0,23,1,563610,112722.0,112722,112722,2019,2,1,4,4,4,4,731550,146310.0,0,731550,3,1,1,3,1
2268,10,44.0,0.0,24,0,912070,91207.0,91207,91207,2015,11,2,3,3,3,3,13882930,1388293.0,100150,7892390,4,1,4,4,0
2269,4,33.0,0.0,8,2,184172,46043.0,46043,46043,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2270,2,34.0,1.0,9,2,156328,78164.0,78164,78164,2020,8,3,3,3,3,3,232140,116070.0,0,232140,1,1,1,1,1
2271,5,38.0,0.0,2,0,279715,55943.0,55943,55943,2018,7,1,2,2,2,2,2669780,533956.0,0,1408680,2,1,2,2,0
2272,18,46.0,1.0,5,1,1635146,90841.44444444444,96185,87441,2019,2,2,3,2,2,2,34590730,1921707.2222222222,0,5276180,4,1,4,4,0
2273,3,32.0,0.0,25,2,200226,66742.0,66742,66742,2020,5,3,3,3,3,3,239880,79960.0,0,239880,2,1,2,1,0
2274,2,34.0,1.0,24,2,42308,21154.0,21154,21154,2018,11,1,1,1,1,1,116750,58375.0,0,116750,1,1,1,1,1
2276,5,33.0,0.0,29,2,274575,54915.0,54915,54915,2020,7,3,3,3,3,3,2433060,486612.0,0,1547100,2,2,2,2,0
2277,3,29.0,1.0,25,1,251874,83958.0,83958,83958,2020,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
2278,3,34.0,1.0,23,0,54873,18291.0,18291,18291,2018,7,1,1,1,1,1,1080540,360180.0,283500,447230,2,2,2,2,1
2279,1,27.0,1.0,19,2,83632,83632.0,83632,83632,2020,11,2,2,2,2,2,371110,371110.0,371110,371110,2,2,2,2,0
2281,1,31.0,0.0,13,2,51261,51261.0,51261,51261,2019,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2282,2,31.0,1.0,5,2,135480,67740.0,67740,67740,2019,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2283,18,37.0,0.0,19,0,1075752,59764.0,59764,59764,2017,11,1,2,2,2,2,18072890,1004049.4444444445,268990,3865240,4,2,4,4,0
2284,6,31.0,0.0,12,0,296826,49471.0,49471,49471,2014,8,2,3,3,3,3,1309000,218166.66666666666,0,462420,2,1,2,1,0
2285,4,39.0,1.0,28,0,160568,40142.0,40142,40142,2018,7,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2286,6,34.0,1.0,29,1,185106,30851.0,30851,30851,2019,7,2,2,2,2,2,110000,18333.333333333332,0,110000,1,1,1,1,1
2287,9,34.0,1.0,28,2,518616,57624.0,57624,57624,2019,8,2,2,2,2,2,1384190,153798.88888888888,0,270920,2,1,1,1,1
2288,3,31.0,0.0,20,0,122280,40760.0,40760,40760,2018,12,1,1,1,1,1,202160,67386.66666666667,0,202160,1,1,1,1,1
2289,17,47.0,1.0,2,0,872763,51339.0,51339,51339,2018,1,1,2,2,2,2,9539510,561147.6470588235,0,2739590,3,1,2,2,0
2290,1,32.0,1.0,9,2,57541,57541.0,57541,57541,2020,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2291,1,30.0,1.0,2,1,62204,62204.0,62204,62204,2018,2,1,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2292,1,30.0,0.0,15,0,12895,12895.0,12895,12895,2018,6,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2294,2,24.0,1.0,1,0,51102,25551.0,25551,25551,2019,9,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
2295,6,41.0,0.0,26,0,677604,112934.0,112934,112934,2019,11,3,3,3,3,3,291000,48500.0,0,291000,1,1,1,1,1
2296,4,25.0,0.0,11,0,59044,14761.0,14761,14761,2020,1,2,2,2,2,2,600000,150000.0,0,300000,1,1,1,1,0
2298,1,27.0,0.0,15,2,77301,77301.0,77301,77301,2020,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
2299,19,42.0,1.0,5,0,2468556,129924.0,129924,129924,2015,11,1,4,4,4,4,19808870,1042572.1052631579,139560,3104720,2,1,2,1,0
2300,2,34.0,1.0,6,0,161960,80980.0,80980,80980,2019,7,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2302,6,36.0,0.0,14,1,129180,21530.0,21530,21530,2020,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2303,7,35.0,0.0,1,1,721714,103102.0,103102,103102,2019,9,2,2,2,2,2,2353980,336282.85714285716,0,1224400,2,1,1,2,1
2304,3,28.0,0.0,15,2,103383,34461.0,34461,34461,2019,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
2306,9,31.0,1.0,27,1,363915,40435.0,40435,40435,2018,6,1,1,1,1,1,4714210,523801.1111111111,0,1314190,4,1,4,1,1
2307,2,25.0,1.0,29,0,152910,76455.0,76455,76455,2020,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
2308,21,47.0,0.0,21,0,1034880,49280.0,49280,49280,2018,5,1,2,2,2,2,12344870,587850.9523809524,-60730,3000000,4,2,3,4,0
2309,4,36.0,1.0,9,0,243928,60982.0,60982,60982,2019,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2310,4,31.0,0.0,6,2,94264,23566.0,23566,23566,2019,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2311,4,33.0,0.0,20,1,238348,59587.0,59587,59587,2020,9,2,2,2,2,2,359540,89885.0,0,209480,1,1,1,1,0
2313,1,32.0,1.0,18,1,21780,21780.0,21780,21780,2019,5,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2314,16,30.0,0.0,12,1,1397616,87351.0,87351,87351,2013,10,2,4,4,4,4,23497630,1468601.875,0,3022350,4,2,2,3,0
2315,2,34.0,1.0,4,2,206120,103060.0,103060,103060,2019,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2318,12,34.0,1.0,26,2,562212,46851.0,46851,46851,2019,12,2,2,2,2,2,8007680,667306.6666666666,0,2800000,4,1,4,4,0
2319,1,38.0,0.0,7,2,37900,37900.0,37900,37900,2018,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2320,5,29.0,0.0,28,2,116670,23334.0,23334,23334,2020,1,1,1,1,1,1,399460,79892.0,0,244320,1,1,1,1,1
2321,1,33.0,0.0,2,1,49659,49659.0,49659,49659,2018,12,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2322,6,31.0,1.0,12,0,229338,38223.0,38223,38223,2020,7,3,3,3,3,3,1886720,314453.3333333333,0,1200000,3,1,3,1,0
2323,3,25.0,1.0,23,0,56310,18770.0,18770,18770,2020,5,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2324,1,34.0,0.0,19,2,41798,41798.0,41798,41798,2018,10,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2326,7,33.0,1.0,25,0,499688,71384.0,71384,71384,2019,11,3,3,3,3,3,2751350,393050.0,0,2751350,2,1,1,2,0
2327,7,35.0,1.0,1,0,455280,65040.0,65040,65040,2019,10,1,1,1,1,1,1296110,185158.57142857142,0,644190,2,1,1,2,1
2329,5,33.0,1.0,10,0,179695,35939.0,35939,35939,2020,2,1,1,1,1,1,194050,38810.0,0,194050,1,1,1,1,1
2330,4,28.0,1.0,8,2,323272,80818.0,80818,80818,2020,7,2,2,2,2,2,0,0.0,-154360,154360,1,1,1,1,1
2331,5,23.0,1.0,2,1,271175,54235.0,54235,54235,2020,8,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2332,6,24.0,1.0,4,0,203886,33981.0,33981,33981,2019,11,1,1,1,1,1,450250,75041.66666666667,0,341330,1,1,1,1,1
2333,4,41.0,0.0,7,0,239608,59902.0,59902,59902,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2334,10,30.0,1.0,8,1,355950,35595.0,35595,35595,2019,11,1,1,1,1,1,4613800,461380.0,0,1221090,3,2,3,3,0
2335,3,32.0,0.0,20,1,202470,67490.0,67490,67490,2019,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2336,5,44.0,0.0,6,2,195270,39054.0,39054,39054,2019,6,1,1,1,1,1,155200,31040.0,0,155200,1,1,1,1,1
2338,2,30.0,0.0,27,2,55548,27774.0,27774,27774,2020,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2339,2,34.0,0.0,10,2,79224,39612.0,39612,39612,2020,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2340,1,33.0,0.0,28,2,56687,56687.0,56687,56687,2018,12,2,2,2,2,2,116400,116400.0,116400,116400,1,1,1,1,0
2342,8,33.0,1.0,9,1,376816,47102.0,47102,47102,2018,6,2,2,2,2,2,3700850,462606.25,201850,950000,3,1,3,2,1
2343,3,25.0,1.0,2,2,269682,89894.0,89894,89894,2020,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2344,5,34.0,0.0,16,0,565985,113197.0,113197,113197,2020,6,3,3,3,3,3,4197030,839406.0,0,1740430,4,1,4,3,0
2345,4,25.0,0.0,27,2,524672,131168.0,131168,131168,2020,8,3,3,3,3,3,452970,113242.5,0,253060,2,1,2,1,0
2347,8,37.0,0.0,15,1,437560,54695.0,54695,54695,2020,4,3,3,3,3,3,3627320,453415.0,0,986670,3,1,1,2,0
2350,1,38.0,0.0,18,2,23545,23545.0,23545,23545,2018,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2351,4,31.0,0.0,5,2,124496,31124.0,31124,31124,2019,10,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2354,8,32.0,0.0,18,0,742776,92847.0,92847,92847,2017,2,2,3,3,3,3,3196070,399508.75,0,654550,2,1,2,2,1
2355,5,32.0,1.0,3,0,316575,63315.0,63315,63315,2018,9,2,2,2,2,2,1370640,274128.0,0,500000,3,1,1,1,1
2356,4,40.0,0.0,28,1,236388,59097.0,59097,59097,2020,1,2,2,2,2,2,600000,150000.0,0,400000,1,1,1,1,1
2357,12,34.0,1.0,4,1,292536,24378.0,24378,24378,2019,8,1,1,1,1,1,1081100,90091.66666666667,0,485180,2,1,1,1,0
2358,8,40.0,0.0,4,0,271208,33901.0,33901,33901,2018,5,1,1,1,1,1,2319860,289982.5,0,1015330,2,1,1,2,1
2360,1,24.0,1.0,15,1,93751,93751.0,93751,93751,2020,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
2361,5,34.0,1.0,3,0,148210,29642.0,29642,29642,2019,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2362,12,43.0,1.0,26,0,679992,56666.0,56666,56666,2015,8,2,3,3,3,3,3226910,268909.1666666667,-590000,1390000,3,1,1,2,1
2363,1,32.0,1.0,13,2,43282,43282.0,43282,43282,2019,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
2364,4,38.0,0.0,11,2,526268,131567.0,131567,131567,2019,1,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2365,18,43.0,1.0,13,0,1794042,99669.0,99669,99669,2015,8,1,4,4,4,4,43145740,2396985.5555555555,194250,6666260,4,2,2,4,0
2366,4,31.0,1.0,9,0,221104,55276.0,55276,55276,2020,2,2,2,2,2,2,444720,111180.0,0,444720,1,1,1,1,0
2367,3,49.0,1.0,25,0,168450,56150.0,56150,56150,2016,4,1,2,2,2,2,1021050,340350.0,0,1021050,2,1,1,2,1
2368,2,27.0,0.0,25,2,92794,46397.0,46397,46397,2020,3,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
2369,6,31.0,0.0,14,0,84678,14113.0,14113,14113,2020,3,1,1,1,1,1,1360550,226758.33333333334,0,1360550,3,1,1,3,0
2370,4,30.0,0.0,27,2,350840,87710.0,87710,87710,2020,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
2371,16,43.0,1.0,29,1,562128,35133.0,35133,35133,2016,1,1,2,2,2,2,10094890,630930.625,0,1826910,3,1,3,3,1
2372,4,35.0,0.0,24,2,268876,67219.0,67219,67219,2020,5,3,3,3,3,3,172480,43120.0,0,172480,1,1,1,1,1
2373,5,33.0,1.0,20,1,271070,54214.0,54214,54214,2018,12,2,2,2,2,2,1103230,220646.0,0,988670,1,1,1,1,1
2375,1,41.0,0.0,3,1,15189,15189.0,15189,15189,2018,5,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
2377,3,34.0,1.0,7,2,64038,21346.0,21346,21346,2016,4,1,1,1,1,1,328190,109396.66666666667,0,220290,1,1,1,1,1
2378,2,30.0,1.0,14,1,167832,83916.0,83916,83916,2020,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
